
345,"Агент времени","Shiguang Daili Ren",#✅
346,"Лунное путешествие приведёт к новому миру","Tsuki ga Michibiku Isekai Douchuu",#✅
347,"Доктор Стоун: Каменные войны — Эпизод 0","Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou",#✅
348,"Повседневная жизнь бессмертного короля 2","Xian Wang de Richang Shenghuo 2nd Season",#✅
349,"Мифический дух: Хроники","Seirei Gensouki",#✅
350,"Код Гиас: Вернувшийся Розе","Code Geass: Dakkan no Roze",#✅
351,"Человек-бензопила","Chainsaw Man",#✅
352,"Гарем рабов в лабиринте другого мира","Isekai Meikyuu de Harem wo",#✅
353,"Унеси меня на Луну OVA","Tonikaku Kawaii OVA",#✅
354,"Почётная ученица в школе магии","Mahouka Koukou no Yuutousei",#✅
355,"Реинкарнация безработного: История о приключениях в другом мире. Часть 2","Mushoku Tensei: Isekai Ittara Honki Dasu Part 2",#✅
356,"Унеси меня на Луну: Воспоминания","Tonikaku Kawaii: Kaisou",#✅
357,"Детектив уже мёртв","Tantei wa Mou, Shindeiru",#✅
358,"Адский рай","Jigokuraku",#✅
359,"Плод эволюции","Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei",#✅
360,"Сильнейший мудрец низшей эмблемы","Shikkakumon no Saikyou Kenja",#✅
361,"Жизнь перерождённого мудреца в другом мире. Получение второй профессии и становление сильнейшим","Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",#✅
362,"Смертоносный герцог и его чёрная горничная","Shinigami Bocchan to Kuro Maid",#✅
363,"Лучший в мире ассасин, переродившийся в другом мире как аристократ","Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",#✅
364,"Восхождение в тени!","Kage no Jitsuryokusha ni Naritakute!",#✅
365,"Непутёвый ученик в школе магии: Воспоминания","Mahouka Koukou no Rettousei: Tsuioku-hen",#✅
366,"Величайший Повелитель Демонов перерождается как типичное ничтожество","Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",#✅
367,"Непризнанный школой владыка демонов! 2","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",#✅
368,"Алый Нексус","Scarlet Nexus",#✅
369,"Такт Опус. Судьба","Takt Op. Destiny",#✅
370,"Мемуары Ванитаса","Vanitas no Carte",#✅
371,"Эта фарфоровая кукла влюбилась","Sono Bisque Doll wa Koi wo Suru",#✅
372,"Билд Дивайд: Чёрный код","Build Divide: Code Black",#✅
373,"Избранный богами 2","Kami-tachi ni Hirowareta Otoko 2nd Season",#✅
374,"Перерождение Дяди","Isekai Ojisan",#✅
375,"Военная хроника маленькой девочки: Операция «Паста в пустыне»","Youjo Senki: Sabaku no Pasta Daisakusen",#✅
376,"О моём перерождении в слизь: Алые узы","Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen",#✅
377,"Фармацевт из параллельного мира","Isekai Yakkyoku",#✅
378,"Дочь моей мачехи — моя бывшая девушка","Mamahaha no Tsurego ga Motokano datta",#✅
379,"Лунное путешествие приведёт к новому миру 2","Tsuki ga Michibiku Isekai Douchuu 2nd Season",#✅
380,"О моём перерождении в меч","Tensei shitara Ken Deshita",#✅
381,"Класс для героев","Eiyuu Kyoushitsu",#✅
382,"Герой-рационал перестраивает королевство. Часть 2","Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2",#✅
383,"Перестану быть героем","Yuusha, Yamemasu",#✅
384,"Мастер демонического клинка из академии «Святого Меча»","Seiken Gakuin no Makentsukai",#✅
385,"Призванный в другой мир во второй раз","Isekai Shoukan wa Nidome desu",#✅
386,"Игра друзей","Tomodachi Game",#✅
387,"Унеси меня на Луну 2","Tonikaku Kawaii 2nd Season",#✅
388,"Мир отомэ-игр — это тяжёлый мир для мобов","Otome Game Sekai wa Mob ni Kibishii Sekai desu",#✅
389,"Пузырь","Bubble",#✅
390,"MF Призрак","MF Ghost",#✅
391,"Ангел по соседству","Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken",#✅
392,"Непутёвый ученик в школе магии 3","Mahouka Koukou no Rettousei 3",#✅
393,"Чёрный призыватель","Kuro no Shoukanshi",#✅
394,"Вермейл в золотом: Сильнейший маг проходит через магический мир с сильнейшей катастрофой","Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu",#✅
395,"Развращённая гильдия","Futoku no Guild",#✅
396,"Арифурэта: Сильнейший ремесленник в мире 2 OVA","Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou",#✅
397,"Киберпанк: Бегущие по краю","Cyberpunk: Edgerunners",#✅
398,"Каким-то образом я стал сильнейшим, прокачивая фермерские навыки","Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta",#✅
399,"Доктор Стоун: Рюсуй","Dr. Stone: Ryuusui",#✅
400,"Доктор Стоун: Новый мир","Dr. Stone: New World 3rd Season",#✅
401,"В другом мире со смартфоном 2","Isekai wa Smartphone to Tomo ni 2",#✅
402,"Нежеланно бессмертный авантюрист","Nozomanu Fushi no Boukensha",#✅
403,"Волшебник ледяного клинка правит миром","Hyouken no Majutsushi ga Sekai wo Suberu: Sekai Saikyou no Majutsushi de Aru Shounen wa, Majutsu Gakuin ni Nyuugaku suru",#✅
404,"Фермерская жизнь в ином мире","Isekai Nonbiri Nouka",#✅
405,"Укротитель зверей, изгнанный из команды героя, встретил девочку-кошку из сильнейшей расы","Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",#✅
406,"Сказ о парии","Nokemono-tachi no Yoru",#✅
407,"Поднятие уровня в одиночку","Ore dake Level Up na Ken",#✅
408,"Рубеж Шангри-Ла: Любитель игрошлака бросает вызов топ-игре","Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",#✅
409,"Полагаюсь на тебя, система бога войны","Kao Ni La Zhanshen Xitong",#✅
410,"Невообразимые приключения перерожденного дворянина","Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito",#✅
411,"Унеси меня на Луну: Униформа","Tonikaku Kawaii: Seifuku",#✅
412,"Я переродился торговым автоматом и скитаюсь по лабиринту","Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou",#✅
413,"Башня Бога: Возвращение принца","Kami no Tou: Ouji no Kikan",#✅
414,"Я получил читерские способности в другом мире и стал экстраординарным в реальном мире: История о том, как повышение уровня изменило мою жизнь","Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",#✅
415,"Я прибрал к рукам девушку, которая потеряла своего жениха, и теперь я учу её всяким плохим вещам","Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",#✅
416,"Невеста чародея 2","Mahoutsukai no Yome Season 2",#✅
417,"На самом деле, я самый сильный?","Jitsu wa Ore, Saikyou deshita?",#✅
418,"Моя любовь девятьсот девяносто девятого уровня к Ямаде","Yamada-kun to Lv999 no Koi wo Suru",#✅
419,"Ненасытный Берсерк","Boushoku no Berserk",#✅
420,"Кулинарные скитания в параллельном мире","Tondemo Skill de Isekai Hourou Meshi",#✅
421,"О моём перерождении в слизь 3","Tensei shitara Slime Datta Ken 3rd Season",#✅
422,"Смертельная игра мёртвой горы","Dead Mount Death Play",#✅
423,"Из мечтателя в реалиста","Yumemiru Danshi wa Genjitsushugisha",#✅
424,"Другой мир не может противостоять силе мгновенной смерти","Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga",#✅
425,"Монолог фармацевта","Kusuriya no Hitorigoto",#✅
426,"О моём перерождении в слизь: Мечта Колеуса","Tensei shitara Slime Datta Ken: Coleus no Yume",#✅
427,"Восхождение в тени! 2","Kage no Jitsuryokusha ni Naritakute! 2nd season",#✅
428,"Аля иногда кокетничает со мной по-русски","Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san",#✅
429,"Смертельная игра мёртвой горы. Часть 2","Dead Mount Death Play Part 2",#✅
430,"Хоримия: Кусочек","Horimiya: Piece",#✅
431,"Доктор Стоун: Новый мир. Часть 2","Dr. Stone: New World Part 2",#✅
432,"Спокойной ночи, мир","Good Night World",#✅
433,"Перерождение: Монстр","Re:Monster",#✅
434,"Непринуждённая жизнь в другом мире экс-кандидата в герои, оказавшегося читером со 2 уровня","Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life",#✅
435,"Новые врата","The New Gate",#✅
436,"Я стал самым сильным с провальным навыком «ненормальное состояние», я разрушу всё","Hazurewaku no Joutai Ijou Skill de Saikyou ni Natta Ore ga Subete wo Juurin suru made",#✅
437,"Самый известный диктор создаёт самый великий в мире клан","Saikyou no Shienshoku Wajutsushi de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",#✅
